변환,원자료
"2006/08/31","959.60"
"2006/09/01","961.50"
"2006/09/04","961.10"
"2006/09/05","958.30"
"2006/09/06","956.20"
"2006/09/07","956.90"
"2006/09/08","956.80"
"2006/09/11","955.20"
"2006/09/12","957.00"
"2006/09/13","959.10"
"2006/09/14","959.80"
"2006/09/15","956.40"
"2006/09/18","956.80"
"2006/09/19","958.00"
"2006/09/20","954.30"
"2006/09/21","952.10"
"2006/09/22","945.70"
"2006/09/25","944.20"
"2006/09/26","944.80"
"2006/09/27","943.40"
"2006/09/28","944.40"
"2006/09/29","945.20"
"2006/10/02","944.80"
"2006/10/04","947.40"
"2006/10/09","948.20"
"2006/10/10","958.80"
"2006/10/11","960.00"
"2006/10/12","961.20"
"2006/10/13","959.20"
"2006/10/16","954.50"
"2006/10/17","955.80"
"2006/10/18","954.50"
"2006/10/19","954.20"
"2006/10/20","956.90"
"2006/10/23","957.60"
"2006/10/24","958.70"
"2006/10/25","959.50"
"2006/10/26","956.00"
"2006/10/27","951.60"
"2006/10/30","947.20"
"2006/10/31","944.20"
"2006/11/01","944.30"
"2006/11/02","939.00"
"2006/11/03","938.90"
"2006/11/06","937.90"
"2006/11/07","941.20"
"2006/11/08","940.70"
"2006/11/09","935.80"
"2006/11/10","936.70"
"2006/11/13","935.40"
"2006/11/14","933.20"
"2006/11/15","937.50"
"2006/11/16","939.70"
"2006/11/17","939.80"
"2006/11/20","938.70"
"2006/11/21","934.90"
"2006/11/22","936.20"
"2006/11/23","934.00"
"2006/11/24","930.20"
"2006/11/27","932.00"
"2006/11/28","929.80"
"2006/11/29","931.10"
"2006/11/30","929.90"
"2006/12/01","930.60"
"2006/12/04","928.20"
"2006/12/05","927.50"
"2006/12/06","926.60"
"2006/12/07","920.00"
"2006/12/08","918.00"
"2006/12/11","920.50"
"2006/12/12","926.00"
"2006/12/13","924.00"
"2006/12/14","922.60"
"2006/12/15","922.50"
"2006/12/18","921.80"
"2006/12/19","924.00"
"2006/12/20","929.60"
"2006/12/21","927.40"
"2006/12/22","927.10"
"2006/12/26","928.10"
"2006/12/27","930.30"
"2006/12/28","930.60"
"2006/12/29","929.60"
"2007/01/02","929.60"
"2007/01/03","926.00"
"2007/01/04","926.10"
"2007/01/05","931.20"
"2007/01/08","932.60"
"2007/01/09","937.30"
"2007/01/10","937.00"
"2007/01/11","939.80"
"2007/01/12","938.90"
"2007/01/15","940.50"
"2007/01/16","938.10"
"2007/01/17","936.50"
"2007/01/18","937.10"
"2007/01/19","936.70"
"2007/01/22","937.60"
"2007/01/23","938.70"
"2007/01/24","941.10"
"2007/01/25","937.50"
"2007/01/26","936.30"
"2007/01/29","940.00"
"2007/01/30","940.40"
"2007/01/31","940.90"
"2007/02/01","942.00"
"2007/02/02","938.10"
"2007/02/05","938.10"
"2007/02/06","936.60"
"2007/02/07","933.00"
"2007/02/08","932.20"
"2007/02/09","935.00"
"2007/02/12","934.50"
"2007/02/13","936.60"
"2007/02/14","937.80"
"2007/02/15","938.10"
"2007/02/16","934.70"
"2007/02/20","935.90"
"2007/02/21","938.30"
"2007/02/22","938.80"
"2007/02/23","939.50"
"2007/02/26","938.60"
"2007/02/27","937.30"
"2007/02/28","938.30"
"2007/03/02","940.90"
"2007/03/05","942.20"
"2007/03/06","950.00"
"2007/03/07","948.00"
"2007/03/08","947.00"
"2007/03/09","948.20"
"2007/03/12","946.60"
"2007/03/13","944.20"
"2007/03/14","944.80"
"2007/03/15","947.20"
"2007/03/16","944.60"
"2007/03/19","945.00"
"2007/03/20","943.30"
"2007/03/21","942.60"
"2007/03/22","937.80"
"2007/03/23","937.10"
"2007/03/26","938.50"
"2007/03/27","938.60"
"2007/03/28","940.60"
"2007/03/29","940.90"
"2007/03/30","940.30"
"2007/04/02","940.80"
"2007/04/03","938.80"
"2007/04/04","936.80"
"2007/04/05","936.00"
"2007/04/06","934.80"
"2007/04/09","931.20"
"2007/04/10","933.10"
"2007/04/11","932.60"
"2007/04/12","933.80"
"2007/04/13","931.60"
"2007/04/16","930.10"
"2007/04/17","929.30"
"2007/04/18","930.10"
"2007/04/19","928.70"
"2007/04/20","927.50"
"2007/04/23","928.10"
"2007/04/24","926.60"
"2007/04/25","926.80"
"2007/04/26","926.80"
"2007/04/27","928.50"
"2007/04/30","929.40"
"2007/05/02","930.90"
"2007/05/03","930.70"
"2007/05/04","929.20"
"2007/05/07","927.70"
"2007/05/08","924.10"
"2007/05/09","923.10"
"2007/05/10","924.50"
"2007/05/11","924.80"
"2007/05/14","926.70"
"2007/05/15","924.90"
"2007/05/16","924.40"
"2007/05/17","924.00"
"2007/05/18","925.90"
"2007/05/21","932.60"
"2007/05/22","931.30"
"2007/05/23","929.90"
"2007/05/25","931.50"
"2007/05/28","931.50"
"2007/05/29","930.00"
"2007/05/30","928.50"
"2007/05/31","929.90"
"2007/06/01","927.90"
"2007/06/04","927.40"
"2007/06/05","928.20"
"2007/06/07","927.30"
"2007/06/08","928.30"
"2007/06/11","929.60"
"2007/06/12","931.70"
"2007/06/13","930.50"
"2007/06/14","931.40"
"2007/06/15","929.80"
"2007/06/18","929.80"
"2007/06/19","928.00"
"2007/06/20","927.60"
"2007/06/21","926.50"
"2007/06/22","927.30"
"2007/06/25","927.70"
"2007/06/26","926.60"
"2007/06/27","926.40"
"2007/06/28","927.60"
"2007/06/29","926.80"
"2007/07/02","925.70"
"2007/07/03","922.70"
"2007/07/04","918.20"
"2007/07/05","919.90"
"2007/07/06","921.10"
"2007/07/09","921.20"
"2007/07/10","920.40"
"2007/07/11","920.10"
"2007/07/12","920.10"
"2007/07/13","918.00"
"2007/07/16","916.30"
"2007/07/18","917.40"
"2007/07/19","917.20"
"2007/07/20","916.00"
"2007/07/23","915.70"
"2007/07/24","915.50"
"2007/07/25","914.40"
"2007/07/26","913.80"
"2007/07/27","917.50"
"2007/07/30","921.50"
"2007/07/31","923.20"
"2007/08/01","920.30"
"2007/08/02","922.50"
"2007/08/03","923.90"
"2007/08/06","923.00"
"2007/08/07","924.40"
"2007/08/08","922.60"
"2007/08/09","923.80"
"2007/08/10","922.40"
"2007/08/13","929.70"
"2007/08/14","929.10"
"2007/08/16","931.50"
"2007/08/17","942.90"
"2007/08/20","949.70"
"2007/08/21","944.60"
"2007/08/22","944.60"
"2007/08/23","945.00"
"2007/08/24","940.10"
"2007/08/27","942.00"
"2007/08/28","938.10"
"2007/08/29","940.30"
"2007/08/30","943.20"
"2007/08/31","939.90"
"2007/09/03","939.00"
"2007/09/04","938.10"
"2007/09/05","937.60"
"2007/09/06","937.60"
"2007/09/07","939.30"
"2007/09/10","937.80"
"2007/09/11","940.10"
"2007/09/12","937.40"
"2007/09/13","933.40"
"2007/09/14","930.40"
"2007/09/17","930.40"
"2007/09/18","928.40"
"2007/09/19","929.80"
"2007/09/20","926.20"
"2007/09/21","923.70"
"2007/09/27","921.00"
"2007/09/28","920.70"
"2007/10/01","917.30"
"2007/10/02","914.30"
"2007/10/04","913.70"
"2007/10/05","916.60"
"2007/10/08","916.00"
"2007/10/09","915.30"
"2007/10/10","917.30"
"2007/10/11","916.30"
"2007/10/12","918.90"
"2007/10/15","915.90"
"2007/10/16","917.30"
"2007/10/17","918.20"
"2007/10/18","918.50"
"2007/10/19","917.80"
"2007/10/22","915.40"
"2007/10/23","917.60"
"2007/10/24","917.70"
"2007/10/25","917.40"
"2007/10/26","917.60"
"2007/10/29","913.50"
"2007/10/30","908.90"
"2007/10/31","907.40"
"2007/11/01","902.30"
"2007/11/02","902.20"
"2007/11/05","907.10"
"2007/11/06","906.10"
"2007/11/07","908.10"
"2007/11/08","904.40"
"2007/11/09","907.80"
"2007/11/12","906.10"
"2007/11/13","910.30"
"2007/11/14","916.00"
"2007/11/15","913.40"
"2007/11/16","915.80"
"2007/11/19","919.30"
"2007/11/20","917.40"
"2007/11/21","923.80"
"2007/11/22","925.80"
"2007/11/23","934.10"
"2007/11/26","933.90"
"2007/11/27","928.20"
"2007/11/28","931.90"
"2007/11/29","929.90"
"2007/11/30","929.60"
"2007/12/03","925.60"
"2007/12/04","923.90"
"2007/12/05","923.60"
"2007/12/06","923.10"
"2007/12/07","922.90"
"2007/12/10","919.90"
"2007/12/11","921.40"
"2007/12/12","923.80"
"2007/12/13","926.60"
"2007/12/14","924.50"
"2007/12/17","927.70"
"2007/12/18","932.50"
"2007/12/20","939.70"
"2007/12/21","941.20"
"2007/12/24","943.80"
"2007/12/26","938.30"
"2007/12/27","938.90"
"2007/12/28","938.90"
"2007/12/31","938.20"
"2008/01/02","938.20"
"2008/01/03","934.50"
"2008/01/04","938.90"
"2008/01/07","937.30"
"2008/01/08","941.70"
"2008/01/09","939.20"
"2008/01/10","939.80"
"2008/01/11","935.60"
"2008/01/14","936.20"
"2008/01/15","937.10"
"2008/01/16","935.10"
"2008/01/17","938.60"
"2008/01/18","945.00"
"2008/01/21","947.70"
"2008/01/22","946.90"
"2008/01/23","954.30"
"2008/01/24","951.00"
"2008/01/25","949.60"
"2008/01/28","946.60"
"2008/01/29","948.60"
"2008/01/30","946.70"
"2008/01/31","943.90"
"2008/02/01","945.50"
"2008/02/04","943.40"
"2008/02/05","942.00"
"2008/02/11","942.10"
"2008/02/12","945.50"
"2008/02/13","945.40"
"2008/02/14","944.60"
"2008/02/15","944.60"
"2008/02/18","946.20"
"2008/02/19","945.20"
"2008/02/20","944.30"
"2008/02/21","944.60"
"2008/02/22","947.00"
"2008/02/25","949.00"
"2008/02/26","947.40"
"2008/02/27","946.80"
"2008/02/28","943.60"
"2008/02/29","937.30"
"2008/03/03","937.80"
"2008/03/04","945.30"
"2008/03/05","946.90"
"2008/03/06","947.20"
"2008/03/07","949.30"
"2008/03/10","957.30"
"2008/03/11","959.30"
"2008/03/12","973.80"
"2008/03/13","967.00"
"2008/03/14","980.50"
"2008/03/17","988.30"
"2008/03/18","1,021.70"
"2008/03/19","1,019.80"
"2008/03/20","1,009.20"
"2008/03/21","1,013.90"
"2008/03/24","1,004.90"
"2008/03/25","1,000.20"
"2008/03/26","985.30"
"2008/03/27","984.60"
"2008/03/28","993.00"
"2008/03/31","991.70"
"2008/04/01","991.60"
"2008/04/02","985.80"
"2008/04/03","977.80"
"2008/04/04","974.80"
"2008/04/07","976.00"
"2008/04/08","974.60"
"2008/04/10","975.50"
"2008/04/11","976.70"
"2008/04/14","974.70"
"2008/04/15","978.30"
"2008/04/16","984.00"
"2008/04/17","992.40"
"2008/04/18","988.80"
"2008/04/21","1,000.30"
"2008/04/22","993.60"
"2008/04/23","994.60"
"2008/04/24","996.80"
"2008/04/25","993.00"
"2008/04/28","994.30"
"2008/04/29","996.50"
"2008/04/30","999.70"
"2008/05/02","1,002.60"
"2008/05/06","1,006.90"
"2008/05/07","1,012.90"
"2008/05/08","1,021.00"
"2008/05/09","1,043.20"
"2008/05/13","1,047.40"
"2008/05/14","1,043.80"
"2008/05/15","1,047.50"
"2008/05/16","1,049.40"
"2008/05/19","1,042.20"
"2008/05/20","1,039.90"
"2008/05/21","1,043.20"
"2008/05/22","1,047.60"
"2008/05/23","1,043.10"
"2008/05/26","1,044.40"
"2008/05/27","1,048.70"
"2008/05/28","1,045.00"
"2008/05/29","1,037.70"
"2008/05/30","1,031.40"
"2008/06/02","1,026.70"
"2008/06/03","1,026.90"
"2008/06/04","1,016.60"
"2008/06/05","1,015.20"
"2008/06/09","1,022.50"
"2008/06/10","1,028.80"
"2008/06/11","1,028.80"
"2008/06/12","1,027.30"
"2008/06/13","1,029.90"
"2008/06/16","1,034.60"
"2008/06/17","1,040.80"
"2008/06/18","1,030.20"
"2008/06/19","1,022.60"
"2008/06/20","1,026.40"
"2008/06/23","1,026.70"
"2008/06/24","1,033.40"
"2008/06/25","1,034.50"
"2008/06/26","1,035.00"
"2008/06/27","1,035.00"
"2008/06/30","1,043.40"
"2008/07/01","1,043.90"
"2008/07/02","1,045.70"
"2008/07/03","1,047.10"
"2008/07/04","1,037.60"
"2008/07/07","1,047.60"
"2008/07/08","1,041.00"
"2008/07/09","1,031.70"
"2008/07/10","1,014.70"
"2008/07/11","1,000.20"
"2008/07/14","1,002.00"
"2008/07/15","1,003.70"
"2008/07/16","1,006.30"
"2008/07/17","1,007.60"
"2008/07/18","1,009.90"
"2008/07/21","1,012.60"
"2008/07/22","1,015.80"
"2008/07/23","1,017.50"
"2008/07/24","1,013.40"
"2008/07/25","1,008.90"
"2008/07/28","1,007.80"
"2008/07/29","1,006.20"
"2008/07/30","1,010.00"
"2008/07/31","1,008.50"
"2008/08/01","1,011.50"
"2008/08/04","1,013.80"
"2008/08/05","1,016.90"
"2008/08/06","1,017.30"
"2008/08/07","1,016.50"
"2008/08/08","1,015.60"
"2008/08/11","1,023.30"
"2008/08/12","1,033.60"
"2008/08/13","1,033.40"
"2008/08/14","1,037.80"
"2008/08/18","1,038.50"
"2008/08/19","1,043.80"
"2008/08/20","1,047.50"
"2008/08/21","1,049.10"
"2008/08/22","1,051.50"
"2008/08/25","1,054.50"
"2008/08/26","1,073.20"
"2008/08/27","1,086.10"
"2008/08/28","1,085.10"
"2008/08/29","1,081.80"
"2008/09/01","1,087.00"
"2008/09/02","1,108.10"
"2008/09/03","1,117.70"
"2008/09/04","1,151.60"
"2008/09/05","1,135.70"
"2008/09/08","1,126.50"
"2008/09/09","1,092.60"
"2008/09/10","1,101.00"
"2008/09/11","1,089.70"
"2008/09/12","1,106.00"
"2008/09/16","1,108.70"
"2008/09/17","1,150.70"
"2008/09/18","1,134.20"
"2008/09/19","1,146.70"
"2008/09/22","1,135.50"
"2008/09/23","1,135.60"
"2008/09/24","1,150.60"
"2008/09/25","1,153.90"
"2008/09/26","1,161.40"
"2008/09/29","1,157.50"
"2008/09/30","1,187.70"
"2008/10/01","1,214.80"
"2008/10/02","1,191.20"
"2008/10/06","1,210.30"
"2008/10/07","1,261.90"
"2008/10/08","1,334.70"
"2008/10/09","1,372.70"
"2008/10/10","1,420.30"
"2008/10/13","1,372.80"
"2008/10/14","1,252.20"
"2008/10/15","1,205.00"
"2008/10/16","1,236.30"
"2008/10/17","1,327.80"
"2008/10/20","1,337.20"
"2008/10/21","1,305.20"
"2008/10/22","1,323.90"
"2008/10/23","1,365.40"
"2008/10/24","1,414.30"
"2008/10/27","1,429.60"
"2008/10/28","1,432.10"
"2008/10/29","1,478.50"
"2008/10/30","1,414.70"
"2008/10/31","1,291.40"
"2008/11/03","1,277.10"
"2008/11/04","1,283.60"
"2008/11/05","1,281.50"
"2008/11/06","1,265.90"
"2008/11/07","1,320.20"
"2008/11/10","1,339.50"
"2008/11/11","1,324.50"
"2008/11/12","1,337.00"
"2008/11/13","1,346.30"
"2008/11/14","1,393.90"
"2008/11/17","1,390.50"
"2008/11/18","1,409.70"
"2008/11/19","1,425.20"
"2008/11/20","1,449.00"
"2008/11/21","1,488.40"
"2008/11/24","1,509.00"
"2008/11/25","1,498.30"
"2008/11/26","1,489.60"
"2008/11/27","1,489.90"
"2008/11/28","1,482.70"
"2008/12/01","1,463.30"
"2008/12/02","1,461.20"
"2008/12/03","1,459.40"
"2008/12/04","1,463.60"
"2008/12/05","1,473.20"
"2008/12/08","1,481.50"
"2008/12/09","1,456.80"
"2008/12/10","1,445.00"
"2008/12/11","1,418.70"
"2008/12/12","1,350.20"
"2008/12/15","1,359.40"
"2008/12/16","1,350.80"
"2008/12/17","1,357.30"
"2008/12/18","1,323.10"
"2008/12/19","1,296.50"
"2008/12/22","1,289.90"
"2008/12/23","1,296.70"
"2008/12/24","1,333.70"
"2008/12/26","1,319.00"
"2008/12/29","1,285.90"
"2008/12/30","1,281.80"
"2008/12/31","1,257.50"
"2009/01/02","1,257.50"
"2009/01/05","1,320.20"
"2009/01/06","1,307.30"
"2009/01/07","1,312.20"
"2009/01/08","1,292.10"
"2009/01/09","1,321.00"
"2009/01/12","1,329.30"
"2009/01/13","1,360.30"
"2009/01/14","1,362.40"
"2009/01/15","1,344.60"
"2009/01/16","1,372.60"
"2009/01/19","1,372.00"
"2009/01/20","1,359.90"
"2009/01/21","1,375.60"
"2009/01/22","1,374.50"
"2009/01/23","1,371.80"
"2009/01/28","1,391.00"
"2009/01/29","1,383.10"
"2009/01/30","1,368.50"
"2009/02/02","1,382.50"
"2009/02/03","1,392.10"
"2009/02/04","1,390.50"
"2009/02/05","1,376.20"
"2009/02/06","1,382.70"
"2009/02/09","1,379.10"
"2009/02/10","1,376.20"
"2009/02/11","1,387.00"
"2009/02/12","1,397.70"
"2009/02/13","1,394.80"
"2009/02/16","1,402.20"
"2009/02/17","1,411.40"
"2009/02/18","1,444.60"
"2009/02/19","1,465.70"
"2009/02/20","1,474.00"
"2009/02/23","1,500.50"
"2009/02/24","1,496.60"
"2009/02/25","1,510.80"
"2009/02/26","1,508.20"
"2009/02/27","1,516.40"
"2009/03/02","1,525.20"
"2009/03/03","1,573.60"
"2009/03/04","1,570.40"
"2009/03/05","1,559.50"
"2009/03/06","1,545.30"
"2009/03/09","1,567.70"
"2009/03/10","1,548.80"
"2009/03/11","1,529.50"
"2009/03/12","1,480.00"
"2009/03/13","1,487.40"
"2009/03/16","1,482.40"
"2009/03/17","1,458.00"
"2009/03/18","1,416.70"
"2009/03/19","1,415.40"
"2009/03/20","1,391.40"
"2009/03/23","1,399.30"
"2009/03/24","1,396.30"
"2009/03/25","1,382.10"
"2009/03/26","1,384.80"
"2009/03/27","1,343.70"
"2009/03/30","1,328.90"
"2009/03/31","1,377.10"
"2009/04/01","1,398.20"
"2009/04/02","1,376.80"
"2009/04/03","1,349.50"
"2009/04/06","1,332.60"
"2009/04/07","1,316.20"
"2009/04/08","1,324.30"
"2009/04/09","1,346.80"
"2009/04/10","1,337.20"
"2009/04/13","1,321.30"
"2009/04/14","1,332.20"
"2009/04/15","1,325.30"
"2009/04/16","1,337.60"
"2009/04/17","1,325.90"
"2009/04/20","1,328.10"
"2009/04/21","1,340.60"
"2009/04/22","1,352.40"
"2009/04/23","1,345.90"
"2009/04/24","1,349.10"
"2009/04/27","1,341.70"
"2009/04/28","1,340.30"
"2009/04/29","1,351.70"
"2009/04/30","1,348.00"
"2009/05/04","1,307.30"
"2009/05/06","1,274.60"
"2009/05/07","1,278.50"
"2009/05/08","1,262.40"
"2009/05/11","1,256.00"
"2009/05/12","1,236.10"
"2009/05/13","1,244.80"
"2009/05/14","1,238.90"
"2009/05/15","1,259.70"
"2009/05/18","1,261.70"
"2009/05/19","1,267.50"
"2009/05/20","1,243.40"
"2009/05/21","1,250.20"
"2009/05/22","1,247.60"
"2009/05/25","1,242.40"
"2009/05/26","1,252.50"
"2009/05/27","1,260.20"
"2009/05/28","1,258.80"
"2009/05/29","1,272.90"
"2009/06/01","1,258.80"
"2009/06/02","1,248.70"
"2009/06/03","1,237.30"
"2009/06/04","1,236.70"
"2009/06/05","1,246.50"
"2009/06/08","1,245.40"
"2009/06/09","1,251.50"
"2009/06/10","1,258.40"
"2009/06/11","1,252.80"
"2009/06/12","1,251.30"
"2009/06/15","1,251.40"
"2009/06/16","1,260.90"
"2009/06/17","1,266.10"
"2009/06/18","1,260.00"
"2009/06/19","1,263.20"
"2009/06/22","1,266.40"
"2009/06/23","1,270.40"
"2009/06/24","1,287.70"
"2009/06/25","1,281.00"
"2009/06/26","1,283.60"
"2009/06/29","1,286.90"
"2009/06/30","1,284.70"
"2009/07/01","1,277.90"
"2009/07/02","1,269.10"
"2009/07/03","1,263.50"
"2009/07/06","1,272.20"
"2009/07/07","1,267.00"
"2009/07/08","1,268.60"
"2009/07/09","1,278.80"
"2009/07/10","1,278.90"
"2009/07/13","1,277.70"
"2009/07/14","1,291.40"
"2009/07/15","1,295.70"
"2009/07/16","1,282.60"
"2009/07/17","1,266.70"
"2009/07/20","1,261.20"
"2009/07/21","1,252.50"
"2009/07/22","1,250.00"
"2009/07/23","1,251.00"
"2009/07/24","1,250.60"
"2009/07/27","1,247.50"
"2009/07/28","1,246.40"
"2009/07/29","1,241.90"
"2009/07/30","1,239.50"
"2009/07/31","1,240.50"
"2009/08/03","1,230.70"
"2009/08/04","1,222.30"
"2009/08/05","1,218.70"
"2009/08/06","1,220.90"
"2009/08/07","1,222.80"
"2009/08/10","1,226.30"
"2009/08/11","1,223.60"
"2009/08/12","1,237.70"
"2009/08/13","1,248.10"
"2009/08/14","1,237.10"
"2009/08/17","1,235.00"
"2009/08/18","1,249.20"
"2009/08/19","1,256.70"
"2009/08/20","1,250.50"
"2009/08/21","1,247.80"
"2009/08/24","1,248.20"
"2009/08/25","1,242.10"
"2009/08/26","1,246.70"
"2009/08/27","1,248.10"
"2009/08/28","1,248.90"
"2009/08/31","1,244.90"
"2009/09/01","1,246.90"
"2009/09/02","1,245.80"
"2009/09/03","1,249.80"
"2009/09/04","1,246.90"
"2009/09/07","1,243.80"
"2009/09/08","1,235.00"
"2009/09/09","1,232.10"
"2009/09/10","1,225.90"
"2009/09/11","1,225.90"
"2009/09/14","1,222.10"
"2009/09/15","1,224.80"
"2009/09/16","1,220.60"
"2009/09/17","1,211.60"
"2009/09/18","1,206.10"
"2009/09/21","1,208.00"
"2009/09/22","1,205.80"
"2009/09/23","1,204.10"
"2009/09/24","1,195.40"
"2009/09/25","1,196.40"
"2009/09/28","1,192.90"
"2009/09/29","1,192.80"
"2009/09/30","1,188.70"
"2009/10/01","1,181.40"
"2009/10/05","1,175.20"
"2009/10/06","1,173.20"
"2009/10/07","1,170.20"
"2009/10/08","1,170.80"
"2009/10/09","1,168.40"
"2009/10/12","1,166.60"
"2009/10/13","1,170.00"
"2009/10/14","1,168.00"
"2009/10/15","1,167.70"
"2009/10/16","1,158.40"
"2009/10/19","1,158.80"
"2009/10/20","1,176.20"
"2009/10/21","1,166.70"
"2009/10/22","1,179.10"
"2009/10/23","1,183.20"
"2009/10/26","1,184.60"
"2009/10/27","1,180.40"
"2009/10/28","1,187.10"
"2009/10/29","1,193.60"
"2009/10/30","1,200.60"
"2009/11/02","1,183.40"
"2009/11/03","1,188.20"
"2009/11/04","1,178.90"
"2009/11/05","1,181.20"
"2009/11/06","1,178.50"
"2009/11/09","1,171.20"
"2009/11/10","1,161.60"
"2009/11/11","1,158.70"
"2009/11/12","1,159.50"
"2009/11/13","1,157.40"
"2009/11/16","1,161.10"
"2009/11/17","1,155.10"
"2009/11/18","1,152.80"
"2009/11/19","1,153.30"
"2009/11/20","1,156.20"
"2009/11/23","1,162.60"
"2009/11/24","1,157.10"
"2009/11/25","1,156.10"
"2009/11/26","1,155.00"
"2009/11/27","1,153.60"
"2009/11/30","1,167.40"
"2009/12/01","1,161.80"
"2009/12/02","1,162.20"
"2009/12/03","1,154.40"
"2009/12/04","1,155.70"
"2009/12/07","1,152.90"
"2009/12/08","1,155.80"
"2009/12/09","1,154.60"
"2009/12/10","1,161.80"
"2009/12/11","1,163.20"
"2009/12/14","1,164.90"
"2009/12/15","1,163.60"
"2009/12/16","1,161.60"
"2009/12/17","1,166.00"
"2009/12/18","1,173.70"
"2009/12/21","1,178.10"
"2009/12/22","1,179.60"
"2009/12/23","1,183.40"
"2009/12/24","1,183.60"
"2009/12/28","1,176.70"
"2009/12/29","1,169.90"
"2009/12/30","1,170.90"
"2009/12/31","1,167.60"
"2010/01/04","1,167.60"
"2010/01/05","1,156.20"
"2010/01/06","1,144.30"
"2010/01/07","1,138.20"
"2010/01/08","1,133.20"
"2010/01/11","1,132.90"
"2010/01/12","1,119.80"
"2010/01/13","1,124.20"
"2010/01/14","1,126.40"
"2010/01/15","1,122.10"
"2010/01/18","1,123.20"
"2010/01/19","1,126.90"
"2010/01/20","1,124.30"
"2010/01/21","1,132.30"
"2010/01/22","1,138.50"
"2010/01/25","1,150.10"
"2010/01/26","1,149.10"
"2010/01/27","1,151.20"
"2010/01/28","1,159.40"
"2010/01/29","1,156.50"
"2010/02/01","1,157.90"
"2010/02/02","1,167.80"
"2010/02/03","1,160.10"
"2010/02/04","1,152.20"
"2010/02/05","1,153.30"
"2010/02/08","1,171.00"
"2010/02/09","1,172.60"
"2010/02/10","1,166.60"
"2010/02/11","1,157.90"
"2010/02/12","1,157.10"
"2010/02/16","1,154.90"
"2010/02/17","1,152.90"
"2010/02/18","1,142.70"
"2010/02/19","1,147.50"
"2010/02/22","1,157.80"
"2010/02/23","1,149.30"
"2010/02/24","1,148.50"
"2010/02/25","1,156.10"
"2010/02/26","1,158.40"
"2010/03/02","1,160.20"
"2010/03/03","1,152.70"
"2010/03/04","1,146.60"
"2010/03/05","1,143.80"
"2010/03/08","1,141.90"
"2010/03/09","1,133.70"
"2010/03/10","1,134.50"
"2010/03/11","1,132.70"
"2010/03/12","1,131.00"
"2010/03/15","1,131.10"
"2010/03/16","1,133.90"
"2010/03/17","1,133.70"
"2010/03/18","1,129.50"
"2010/03/19","1,131.30"
"2010/03/22","1,132.90"
"2010/03/23","1,136.50"
"2010/03/24","1,134.30"
"2010/03/25","1,135.50"
"2010/03/26","1,141.20"
"2010/03/29","1,141.70"
"2010/03/30","1,138.60"
"2010/03/31","1,130.80"
"2010/04/01","1,132.50"
"2010/04/02","1,128.30"
"2010/04/05","1,124.30"
"2010/04/06","1,125.10"
"2010/04/07","1,123.10"
"2010/04/08","1,121.80"
"2010/04/09","1,123.20"
"2010/04/12","1,118.80"
"2010/04/13","1,113.00"
"2010/04/14","1,120.10"
"2010/04/15","1,115.70"
"2010/04/16","1,108.70"
"2010/04/19","1,113.20"
"2010/04/20","1,117.00"
"2010/04/21","1,115.80"
"2010/04/22","1,110.10"
"2010/04/23","1,110.50"
"2010/04/26","1,110.00"
"2010/04/27","1,104.00"
"2010/04/28","1,106.80"
"2010/04/29","1,118.90"
"2010/04/30","1,115.50"
"2010/05/03","1,108.50"
"2010/05/04","1,115.80"
"2010/05/06","1,114.60"
"2010/05/07","1,137.10"
"2010/05/10","1,158.70"
"2010/05/11","1,133.80"
"2010/05/12","1,130.10"
"2010/05/13","1,138.10"
"2010/05/14","1,131.00"
"2010/05/17","1,133.10"
"2010/05/18","1,149.90"
"2010/05/19","1,150.20"
"2010/05/20","1,165.10"
"2010/05/24","1,178.60"
"2010/05/25","1,212.00"
"2010/05/26","1,255.10"
"2010/05/27","1,252.90"
"2010/05/28","1,234.20"
"2010/05/31","1,200.20"
"2010/06/01","1,201.60"
"2010/06/03","1,208.90"
"2010/06/04","1,204.70"
"2010/06/07","1,201.10"
"2010/06/08","1,234.80"
"2010/06/09","1,233.50"
"2010/06/10","1,242.20"
"2010/06/11","1,261.50"
"2010/06/14","1,240.90"
"2010/06/15","1,225.00"
"2010/06/16","1,223.90"
"2010/06/17","1,211.00"
"2010/06/18","1,215.90"
"2010/06/21","1,205.90"
"2010/06/22","1,176.70"
"2010/06/23","1,182.60"
"2010/06/24","1,188.20"
"2010/06/25","1,185.20"
"2010/06/28","1,204.70"
"2010/06/29","1,200.40"
"2010/06/30","1,210.30"
"2010/07/01","1,230.10"
"2010/07/02","1,231.20"
"2010/07/05","1,221.20"
"2010/07/06","1,223.60"
"2010/07/07","1,228.60"
"2010/07/08","1,221.80"
"2010/07/09","1,211.20"
"2010/07/12","1,198.80"
"2010/07/13","1,197.50"
"2010/07/14","1,204.60"
"2010/07/15","1,199.20"
"2010/07/16","1,204.70"
"2010/07/19","1,201.10"
"2010/07/20","1,215.90"
"2010/07/21","1,211.80"
"2010/07/22","1,203.60"
"2010/07/23","1,206.90"
"2010/07/26","1,197.20"
"2010/07/27","1,194.40"
"2010/07/28","1,183.60"
"2010/07/29","1,186.50"
"2010/07/30","1,187.20"
"2010/08/02","1,185.00"
"2010/08/03","1,173.40"
"2010/08/04","1,168.70"
"2010/08/05","1,169.50"
"2010/08/06","1,168.20"
"2010/08/09","1,165.70"
"2010/08/10","1,159.10"
"2010/08/11","1,167.20"
